bibcode,year,title,subject,predicate,object,claim_type,evidence_text
2005ApJ...618...23N,2005,Massive Galaxies in Cosmological Simulations: Ultraviolet-selected Sample at Redshift z=2,dark matter,is,cold dark matter,identity,Λ cold dark matter (ΛCDM) universe
2020PhLB..80235182C,2020,Viable secret neutrino interactions with ultralight dark matter,ϕ,constitutes,dark matter,constitution,coupling to ultralight dark matter ϕ
2021PhLB..81536157M,2021,Dileptonic scalar dark matter and exotic leptons,neutral component of an su(2)l scalar triplet with l = 2,candidate_for,dark matter,candidate,the neutral component of an SU(2)L scalar triplet with L = 2 is a suitable candidate
2009JCAP...08..035B,2009,Neutralino dark matter in BMSSM effective theory,neutralino,candidate_for,dark matter,candidate,We study thermal neutralino dark matter in an effective field theory extension of the MSSM
2009JCAP...08..035B,2009,Neutralino dark matter in BMSSM effective theory,higgsino lsp,candidate_for,dark matter,candidate,The light higgsino LSP scenario is modified the most
2009JCAP...08..035B,2009,Neutralino dark matter in BMSSM effective theory,gaugino lsps,candidate_for,dark matter,candidate,We also find some changes for gaugino LSPs
2025JCAP...03..020A,2025,Combined search in dwarf spheroidal galaxies for branon dark matter annihilation signatures with the MAGIC telescopes,branons,candidate_for,dark matter,candidate,"Massive brane fluctuations, called branons, behave as weakly interacting massive particles, which is one of the most favored class of candidates to fulfill the role of the dark matter (DM), an elusive kind of matter beyond the Standard Model."
2025PhRvD.111d3050P,2025,Generating ultracompact neutron stars with bosonic dark matter,dark matter,is,self-interacting scalar bosonic,identity,neutron stars admixed with self-interacting scalar bosonic dark matter.
2026arXiv260117117G,2026,Non-Equilibrium Relativistic Core Collapse of Self-Interacting Dark Matter Halos -- Limits On Seed Black Hole Mass,self-interacting dark matter,candidate_for,dark matter,candidate,"Among competing models, the collapse of self-interacting dark matter (SIDM) halos provide a plausible explanation for early SMBH formation."
2025JHEP...03..079B,2025,Z'-mediated dark matter with low-temperature reheating,dark matter,is,fermionic,identity,fermionic dark matter (DM)
2008arXiv0806.3581K,2008,Composite dark matter from stable charged constituents,o-helium (ohe),constitutes,dark matter,constitution,Significant or even dominant component of O-helium (atomlike system of He4 nucleus and heavy -2 charged particle) is inevitable feature of such scenarios.
2020JCAP...11..032K,2020,General formulation of cosmological perturbations in scalar-tensor dark energy coupled to dark matter,dark matter,is,cold dark matter,identity,For a scalar field phi coupled to cold dark matter (CDM)
2005PhLB..631..151A,2005,"The νMSM, dark matter and neutrino masses [rapid communication]",sterile right-handed neutrinos,candidate_for,dark matter,candidate,the only candidates for dark matter particles are sterile right-handed neutrinos with masses of a few keV.
2025arXiv250623770K,2025,Constraining Inflation via FIMP dark matter using the $β$-function with collider implications,additional gauge boson,candidate_for,dark matter,candidate,The additional gauge boson serves as a suitable DM candidate
2025arXiv250623770K,2025,Constraining Inflation via FIMP dark matter using the $β$-function with collider implications,present vector dm,constitutes,dark matter,constitution,becoming even narrower if we assume that the present vector DM constitutes the total DM density.
2023PhRvD.107a5029R,2023,Exploring the cosmological dark matter coincidence using infrared fixed points,dark matter,is,a confined state of a dark qcd-like gauge group,identity,the dark matter is a confined state of a dark QCD-like gauge group
2021JCAP...05..041A,2021,Frozen-in fermionic singlet dark matter in non-standard cosmology with a decaying fluid,fermionic singlet,candidate_for,dark matter,candidate,As a dark matter candidate we consider a fermionic singlet
2016JPhCS.718d2068G,2016,Searching for Dark Matter signatures in dwarf spheroidal galaxies with the ASTRI mini-array in the framework of Cherenkov Telescope Array,wimp,candidate_for,dark matter,candidate,Non-baryonic DM is compatible with cold and weakly interacting massive particles (WIMPs) expected to have a mass in the range between ∼10 GeV and ∼100 TeV.
2018PhRvD..97i5010C,2018,Roadmap of left-right models based on GUTs,lightest neutralino,candidate_for,dark matter,candidate,phenomenology of the lightest neutralino as dark matter.
2010IJMPD..19.1843M,2010,Vortex in Axion Condensate as a Dark Matter Halo,vortex in axion condensate,candidate_for,dark matter,candidate,Vortex in Axion Condensate as a Dark Matter Halo
2010JPhCS.203a2037S,2010,EDELWEISS-II Dark Matter search: Status and first results,weakly interacting massive particles (wimps),constitutes,dark matter,constitution,Weakly Interacting Massive Particles (WIMP) that would constitute the Dark Matter halo of our Galaxy.
2026arXiv260116259B,2026,Searching for Ultralight Scalar Dark Matter with Clocks in Low Earth Orbit,dark matter,is,ultralight scalar,identity,Ultralight Scalar Dark Matter
2024ChPhC..48h3108C,2024,A comparative lattice analysis of SU(2) dark glueballs,su(2) glueballs,candidate_for,dark matter,candidate,$S U(2)$ glueballs as dark matter candidates
2024ChPhC..48h3108C,2024,A comparative lattice analysis of SU(2) dark glueballs,scalar glueballs (j^{pc}=0^{++}),candidate_for,dark matter,candidate,scalar glueballs as candidates of dark matter
2026arXiv260324862C,2026,From Origins to Observables: Distinguishing Dark Compact Objects with Population-Level Microlensing Signatures,primordial black holes,candidate_for,dark matter,candidate,primordial black holes (PBHs) have long been a benchmark target for microlensing searches
2026arXiv260324862C,2026,From Origins to Observables: Distinguishing Dark Compact Objects with Population-Level Microlensing Signatures,dark matter,composed_of,compact objects,composition,fragmentation and gravitational collapse of some dark matter into compact objects
2026arXiv260324862C,2026,From Origins to Observables: Distinguishing Dark Compact Objects with Population-Level Microlensing Signatures,dark matter,composed_of,black holes,composition,"fragmentation and gravitational collapse of some dark matter into compact objects, including black holes"
2008arXiv0809.2745K,2008,Singlet fermionic dark matter as a natural higgs portal model,dark matter,is,gauge singlet dirac fermion,identity,We propose a renormalizable model of a fermionic dark matter by introducing a gauge singlet Dirac fermion
2008arXiv0809.2745K,2008,Singlet fermionic dark matter as a natural higgs portal model,dark matter,is,weakly interacting massive particles (wimps),identity,The singlet fermion ... is naturally a weakly interacting massive particle (WIMP)
2025EPJC...85.1213L,2025,Equilibrium of large scale rotating gravitational systems ─ the role of the gravitomagnetic field,gravitomagnetic field,constitutes,dark matter,constitution,In this sense the GM field plays the role of dark matter.
2007astro.ph..2290C,2007,Galaxy Rotation Curves from String Theory,string gauge field,constitutes,dark matter,constitution,"The extra centripetal acceleration provided by the background field can hence account for the ""missing mass"" needed to sustain the high rotation speed beyond the bulk of the stellar mass."
2019ASPC..523..115S,2019,A Machine Learning Approach for Dark-Matter Particle Identification Under Extreme Class Imbalance,weakly interacting massive particles (wimps),candidate_for,dark matter,candidate,"weakly interacting massive particles (WIMPS), one of the leading candidates for dark matter."
2026PTEP.2026a3B08I,2026,Unified Origin of Dirac Neutrino and Asymmetric Dark Matter Masses via a Dirac-Type Leptogenesis,chiral fermions charged under \mathbb{z}_4,candidate_for,dark matter,candidate,chiral fermions charged under \mathbb{Z}_4 serve as ADM candidates.
2024PPN....55.1386S,2024,"The Result of the Neutrino-4 Experiment, Sterile Neutrinos, Dark Matter, and the Standard Model Extended by Right-Handed Neutrinos",sterile neutrinos,candidate_for,dark matter,candidate,"This sterile neutrino thermalizes in the cosmic plasma, contributes 5% to the energy density of the Universe, and can explain 15─20% of the dark matter."
2024PPN....55.1386S,2024,"The Result of the Neutrino-4 Experiment, Sterile Neutrinos, Dark Matter, and the Standard Model Extended by Right-Handed Neutrinos",sterile neutrinos,candidate_for,dark matter,candidate,the extension ... makes it possible to explain the large-scale structure of the Universe and bring the contribution of sterile neutrinos to the Universe dark matter up to a level of 27%.
2024PPN....55.1386S,2024,"The Result of the Neutrino-4 Experiment, Sterile Neutrinos, Dark Matter, and the Standard Model Extended by Right-Handed Neutrinos",dark matter,composed_of,right-handed neutrinos,composition,"The dynamic process of generation of the dark matter, consisting of three right-handed neutrinos, is presented."
2009JHEP...05..103B,2009,A re-analysis of gravitino dark matter in the constrained MSSM,gravitino,candidate_for,dark matter,candidate,We re-consider the gravitino as dark matter in the framework of the Constrained MSSM.
2006JPhCS..31..111H,2006,Super-horizon primordial black holes: How do they grow?,primordial black holes,candidate_for,dark matter,candidate,Primordial black holes have important observational implications through Hawking evaporation and gravitational radiation as well as being a candidate for cold dark matter.
2025arXiv250618970B,2025,ALPy Cogenesis,axion-like particles,is,dark matter,identity,axion-like particle (ALP) dark matter (DM)
2025arXiv250618970B,2025,ALPy Cogenesis,qcd axion,is,dark matter,identity,QCD axion DM parameter space
2025arXiv250618970B,2025,ALPy Cogenesis,long-lived asymmetric dirac fermion,candidate_for,dark matter,candidate,long-lived asymmetric Dirac fermion contributing partially to DM
2012JHEP...08..150B,2012,Postcards from oases in the desert: phenomenology of SUSY with intermediate scales,neutralino,candidate_for,dark matter,candidate,neutralino Dark Matter compatible with cosmological observations
2017PhRvD..95e5017L,2017,"Axion, μ term, and supersymmetric hybrid inflation",axions,constitutes,dark matter,constitution,the axions and/or the lightest supersymmetric particle compose the dark matter in the Universe.
2017PhRvD..95e5017L,2017,"Axion, μ term, and supersymmetric hybrid inflation",lightest supersymmetric particle (lsp),constitutes,dark matter,constitution,the axions and/or the lightest supersymmetric particle compose the dark matter in the Universe.
2015aska.confE.100C,2015,Probing the nature of Dark Matter with the SKA,neutralino,candidate_for,dark matter,candidate,WIMP (neutralino) DM (the leading candidate for a cosmologically relevant DM)
